map,vaccine,pregnant,age,lengthOfStay,text,mainTextID
7,YF3,FALSE,child,null,"Gelbfieber kann in Ihrem Reisegebiet vorkommen. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung ist jedoch gering so dass eine Impfung zum Eigenschutz nicht unbedingt notwendig ist - und vor allem, wenn schwerwiegende Vorerkrankungen oder hohes Alter oder sonstige Impfrisiken bestehen, nicht durchgeführt werden sollte.  
Allerdings wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt, wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Wenn Sie jedoch auch nach Sansibar reisen wollen werden Sie höchstwahrscheinlich die Impfung bei der dortigen Einreise nachweisen müssen.
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
Kinder können erst ab einem Alter von frühestens 6 Monaten geimpft werden, obwohl man lieber bis zum 9ten Lebensmonat wartet. Da Sie in ein Gebiet mit eher niedrigem Risiko reisen, würde ich die Impfung ab dem 9ten Monat empfehlen - wenn die Reise wirklich zum jetzigen Zeitpunkt stattfinden muss. Bei jüngeren Kindern muss der Mückenschutz lückenlos sein. ",null
8,YF4,FALSE,child,null,"Gelbfieber kann in Ihrem Reisegebiet vorkommen. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung wird auf bis zu 1 von Zehntausend pro Reisemonat geschätzt. In einigen Gegenden kommt es aber auch nicht oder kaum vor (siehe Karte).
Wenn Sie in eines der roten Gebiete reisen, dann sollten Sie sich unbedingt zu Ihrem eigenen Schutz impfen lassen.
Desweiteren wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt, wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
Kinder können erst ab einem Alter von frühestens 6 Monaten geimpft werden, obwohl man lieber bis zum 9ten Lebensmonat wartet. Da Sie in ein Gebiet mit eher niedrigem Risiko reisen, würde ich die Impfung ab dem 9ten Monat empfehlen - wenn die Reise wirklich zum jetzigen Zeitpunkt stattfinden muss. Bei jüngeren Kindern muss der Mückenschutz lückenlos sein. ",null
7,YF1,TRUE,null,null,"Gelbfieber kommt in Ihrem Reisegebiet vor. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung wird auf 1 von Tausend pro Reisemonat geschätzt. Sie sollten sich also unbedingt zu Ihrem eigenen Schutz impfen lassen.
Desweiteren wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt, wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
 
Lebendimpfungen wie die Gelbfieberimpfung sind bei Schwangeren generell verboten sind, aus Angst vor einer Übertragung auf den Fötus. Da Sie jedoch in ein Gebiet mit eher hohem Risiko reisen wäre hier nach sorgfältiger Nutzen-Risiko-Abwägung eine Impfung möglicherweise sinnvoll. Sie sollten prüfen, ob die Reise zum jetzigen Zeitpunkt unbedingt notwendig ist und sich sehr gut gegen Mücken schützen. Eine persönliche Beratung ist unbedingt anzuraten!",null
7,YF2,TRUE,null,null,"Gelbfieber kann in Ihrem Reisegebiet vorkommen. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung ist jedoch je nach der bereisten Gegend sehr unterschiedlich. Wenn Sie in ein auf der Karte rot markierte Gegend reisen, sollten Sie sich unbedingt impfen lassen - hier kann das Erkrankungsrisiko bis 1/1000 pro Monat hoch sein. Ansonsten ist eine Impfung nicht unbedingt notwendig.  
Desweiteren wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
 
Lebendimpfungen wie die Gelbfieberimpfung sind bei Schwangeren generell verboten sind, aus Angst vor einer Übertragung auf den Fötus. Da Sie zudem in ein Gebiet mit eher geringem Risiko reisen würde ich hier von einer Impfung abraten. Sie sollten prüfen ob die Reise zum jetzigen Zeitpunkt unbedingt notwendig ist und sich sehr gut gegen Mücken schützen. Eine persönliche Beratung ist aber in diesem Fall sehr empfehlenswert.",null
7,YF3,TRUE,null,null,"Gelbfieber kann in Ihrem Reisegebiet vorkommen. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung ist jedoch gering, so dass eine Impfung zum Eigenschutz nicht unbedingt notwendig ist - und vor allem, wenn schwerwiegende Vorerkrankungen oder hohes Alter oder sonstige Impfrisiken bestehen, nicht durchgeführt werden sollte.  
Allerdings wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt, wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Wenn Sie jedoch auch nach Sansibar reisen wollen, werden Sie höchstwahrscheinlich die Impfung bei der dortigen Einreise nachweisen müssen.
 
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
 
Lebendimpfungen wie die Gelbfieberimpfung sind bei Schwangeren generell verboten sind, aus Angst vor einer Übertragung auf den Fötus. Da Sie zudem in ein Gebiet mit eher geringem Risiko reisen würde ich hier von einer Impfung abraten. Sie sollten prüfen, ob die Reise zum jetzigen Zeitpunkt unbedingt notwendig ist und sich sehr gut gegen Mücken schützen. Eine persönliche Beratung ist aber in diesem Fall sehr empfehlenswert.",null
8,YF4,TRUE,null,null,"Gelbfieber kann in Ihrem Reisegebiet vorkommen. Es ist ein Virus, welches von Mücken übertragen wird und bei 20-60% der Betroffenen zum Tode führt. Das Risiko einer Erkrankung wird auf bis zu 1 von Zehntausend pro Reisemonat geschätzt. In einigen Gegenden kommt es aber auch nicht oder kaum vor (siehe Karte).
Wenn Sie in eines der roten Gebiete reisen, dann sollten Sie sich unbedingt zu Ihrem eigenen Schutz impfen lassen.
Desweiteren wird der Nachweis einer Impfung auch oftmals bei der Einreise verlangt, wenn Sie aus einem Gelbfieberendemiegebiet in das Land einreisen. Dies gilt allerdings meistens nicht, wenn Sie dort weniger als 12 Stunden wegen Umsteigens auf dem Flughafen aufgehalten haben. 
Es handelt sich bei der Impfung um eine Lebendimpfung. Sie sollte mindestens 10 Tage vor der Abreise erfolgen. Der Impfschutz hält wahrscheinlich ein Leben lang. In Deutschland wird derzeit dennoch eine Auffrischimpfung nach 10 Jahren empfohlen. Menschen mit geschwächtem Immunsystem oder solche mit Hühnereiweißallergie dürfen nicht geimpft werden.  
 
Lebendimpfungen wie die Gelbfieberimpfung sind bei Schwangeren generell verboten sind, aus Angst vor einer Übertragung auf den Fötus. Da Sie zudem in ein Gebiet mit eher geringem Risiko reisen würde ich hier von einer Impfung abraten. Es sei denn es besteht ein akuter Ausbruch. Sie sollten prüfen ob die Reise zum jetzigen Zeitpunkt unbedingt notwendig ist und sich sehr gut gegen Mücken schützen. Eine persönliche Beratung ist aber in diesem Fall sehr empfehlenswert.",null
TBD by country,MalLr,null,null,null,"Leider gibt es keine Impfung gegen Malaria - zumindest noch nicht für Reisende!
  
Der Erreger der Malaria wird von v.a. nachts stechenden Mücken übertragen. Die Erkrankung kommt weltweit in tropischen und subtropischen Ländern vor - inetwa 200 Millionen Infizierte gibt es jedes Jahr, davon sterben 600.000. Die große Mehrheit der Infektionen gibt es in Afrika. Unbehandelt führt die schwere Form der Malaria in 20% der Fälle zum Tode, manchmal innerhalb weniger Tage. 
 
Im von Ihnen bereisten Land kommt die Malaria nur in einigen Gegenden vor und/oder ist generell selten.
Sie sollten sich gut gegen Mücken schützen. Ansonsten sollten Sie, falls Sie sich in Gegenden mit Malariaübertragung aufhalten, eine sogenannte ""stand-by-Prophylaxe"" machen. Das heißt Sie nehmen ein Medikament mit, mit dem Sie die Malaria behandeln könnte, sollte es zu einer Infektion kommen. 

Die Frage ist dann: Wann sollten Sie dieses Medikament einnehmen? Wie wissen Sie, ob Sie eine Infektion haben? Hierzu muss man wissen, dass eine Malaria mindestens 6 Tage, manchmal jedoch einige Wochen braucht, nach Übertragung durch die Mücke, bevor Sie krank werden. Fast immer hat man hohes Fieber mit Kopf- und Gelenkschmerzen und allgemeinem Krankheitsgefühl - jedoch ist auch Durchfall häufig. Es können aber auch andere Beschwerden wie Erbrechen oder Husten auftreten. Wenn Sie also Fieber haben sollten Sie sich ärztlich untersuchen lassen. Mit den vielerorts verfügbaren Schnelltests ist die Diagnosestellung eigentlich schnell und einfach. Falls der Test positiv ist dann sollten Sie das mitgeführte Mittel einnehmen. Sollte es Ihnen aber unmöglich, sein einen solchen Test durchzuführen, dann können Sie das Mittel auch einfach so einnehmen (obwohl in der von Ihnen bereisten Gegend andere Erkrankungen statistisch gesehen deutlich wahrscheinlicher sind).  
 ",null
TBD by country,MalHrE,null,null,null,"Leider gibt es keine Impfung gegen Malaria - zumindest noch nicht für Reisende!

Der Erreger der Malaria wird von v.a. nachts stechenden Mücken übertragen. Die Erkrankung kommt weltweit in tropischen und subtropischen Ländern vor - inetwa 200 Millionen Infizierte gibt es jedes Jahr, davon sterben 600.000. Unbehandelt führt die schwere Form der Malaria in 20% der Fälle zum Tode, manchmal innerhalb weniger Tage. 
 
Bei Ihrem Reiseziel wird, neben einem konsequenten Mückenschutz, die regelmäßige Einnahme eines Medikamentes empfohlen, um sich vor Malaria zu schützen.
 
Sie sollten unbedingt eine solche Prophylaxe durchführen. In Frage kommen Atovaquon/Proguanil (tägliche Einnahme, 1 Tag vor bis 7 Tage nach der Reise) oder Doxycyclin (1 Tag vor bis 30 Tage nach Rückkehr, tägliche Einnahme), in speziellen Fällen eventuell Mefloquin (1x/Woche). 
 
Wenn Sie eine solch regelmäßige Einnahme ablehnen, sollten Sie zumindest ein Medikament mitnehmen, um die Malaria im Falle einer Infektion behandeln zu können (sogenannte ""stand-by-Prophylaxe; zB. mit Atovaquon/Proguanil). Sollten Sie Fieber haben (auch Wochen nach der Rückkehr) dann müssen Sie sich unbedingt sofort auf Malaria hin untersuchen lassen - und falls das nicht möglich ist die Malariatherapie auf verdacht einnehmen!",null
TBD by country,MalHrS,null,null,null,"Leider gibt es keine Impfung gegen Malaria - zumindest noch nicht für Reisende!

Der Erreger der Malaria wird von v.a. nachts stechenden Mücken übertragen. Die Erkrankung kommt weltweit in tropischen und subtropischen Ländern vor - inetwa 200 Millionen Infizierte gibt es jedes Jahr, davon sterben 600.000. Die große Mehrhait der Infektionen gibt es in Afrika. Unbehandelt führt die schwere Form der Malaria in 20% der Fälle zum Tode, manchmal innerhalb weniger Tage. 
 
Neben einem konsequenten Mückenschutz wird in Gegenden mit hohem Übertragungsrisiko (rot auf der Karte) die regelmäßige Einnahme eines Malariamittels empfohlen. In Gegenden mit geringem Übertragungsrisiko reicht eine sogenannte ""stand-by-Prophylaxe"", das heißt man nimmt ein Medikament mit, mit dem man die Malaria behandeln könnte, sollte es zu einer Infektion kommen. 

Die Frage ist dann: Wann sollten Sie dieses Medikament einnehmen? Wie wissen Sie, ob Sie eine Infektion haben? Hierzu muss man wissen, dass eine Malaria mindestens 6 Tage, manchmal jedoch einige Wochen braucht, nach Übertragung durch die Mücke, bevor Sie krank werden. Fast immer hat man hohes Fieber mit Kopf- und Gelenkschmerzen und allgemeinem Krankheitsgefühl - jedoch ist auch Durchfall häufig. Es können aber auch andere Beschwerden wie Erbrechen oder Husten auftreten. Wenn Sie also Fieber haben sollten Sie sich ärztlich untersuchen lassen. Mit den vielerorts verfügbaren Schnelltests ist die Diagnosestellung eigentlich schnell und einfach. Falls der Test positiv ist dann sollten Sie das mitgeführte Mittel einnehmen. Sollte es Ihnen aber unmöglich, sein einen solchen Test durchzuführen, dann können Sie das Mittel auch einfach so einnehmen (obwohl in Ihrem Reiseland andere Erkrankungen statistisch gesehen deutlich wahrscheinlicher sind).  
 
Da Sie in ein Land reisen, in dem das Infektrisiko regional sehr unterschiedlich ist, sollten Sie sich die Karte genau anschauen. Bei Aufenthalten in roten Gegenden, die länger als 3 Tage dauern, würde ich die regelmäßige Einnahme empfehlen. Bei kürzen Aufenthalten sollte es einem gelingen, den Mückenschutz so konsequent umzusetzen, dass eine Infektion praktisch ausgeschlossen ist.",null
10,FSME,null,null,null,"Diese Erkrankung wird von Zecken übertragen. Obwohl ein hoher Anteil der Infektionen (ca. 70–95%) asymptomatisch verläuft, kann es zu schweren Verläufen kommen, mit der Gefahr von bleibenden neurologischen Ausfällen oder gar dem Tod. Eine wirksame Behandlung besteht nicht. Das Ansteckungsrisiko hängt sehr stark vom persönlichen Verhalten ab. Wer sich nur in der eigenen Wohnung, dem Büro, anderen Gebäuden oder in Straßen aufhält und Spaziergänge in die Natur meidet wie die Pest, braucht keine Impfung. Und wer jedes Jahr 10 Zecken hat weil er ständig mit seinem Hund durch die Wälder streift - der ist gut beraten sich impfen zu lassen.  
Die Impfung schützt zuverlässig vor der Erkrankung - allerdings erst 2 Wochen nach der 2ten Impfung. Insgesamt sind 3 Impfungen erforderlich (innerhalb 5-12 Monaten, die ersten beide können beim Schnellimpfschema innerhalb von 1-2 Wochen durchgeführt werden, je nach Hersteller. Eine Auffrischimpfung wird nach 3 Jahren empfohlen, danach alle 5 (oder gar 10) Jahre.",null
9,MenAfrica,null,null,null,"Große saisonale Epidemien traten in den vergangenen Jahrzehnten überwiegend im sogenannten Meningitisgürtel auf – die Gegend, welche Sie bereisen werden. Sie sollten sich impfen lassen.",null
9,MenSaudi,null,null,null,"Große saisonale Epidemien traten in den vergangenen Jahrzehnten überwiegend im sogenannten Meningitisgürtel auf – die Gegend, welche Sie bereisen werden. Sie sollten sich impfen lassen.
Für Pilgerreisende ist eine Impfung gegen die Meningokokken vorgeschrieben. Dies ist sehr naheliegend, da zum Haddsch auch viele Pilger aus dem sogenannten Meningitisgürtel kommen.",null
10,JE,null,null,null,"Die Japanische Encephalitis ist eine Viruserkrankung, die vor allem, aber nicht nur, in ländlichen Gebieten und in den (sub-)tropischen Regionen vor allem während der Regenzeit durch Mücken übertragen wird. Sie ist der FSME, welche in Deutschland von Zecken übertragen wird, nicht unähnlich. Meistens verläuft die Infektion unbemerkt oder milde. Manifeste Infektionen enden allerdings bei einem Drittel tödlich, ein weiteres Drittel inetwa behält bleibende neurologische Schäden. Eine wirkungsvolle Therapie besteht nicht. Ein konsequenter Mückenschutz schützt gegen diese Erkrankung. Eine Impfung wird vor allem bei längeren Reisen (> 4 Wochen) in ländliches Gebiet empfohlen, sowie bei Leuten über 60 oder bei Reisen in ein Gebiet mit aktuellem Ausbruch. 
Impfung: 2x innerhalb von 4 Wochen, Schnellimpfschema möglich (Abstand 1 Woche). Kosten ca. 2x100€. Eine erste Auffrischimpfung sollte nach 1-2 Jahren erfolgen. Danach hält der Schutz wohl 10 Jahre.
 
 
Bitte bedenken Sie: In Asien gibt es zwar kein Gelbfieber. Da es jedoch vielerorts die Mücken gibt, die Gelbfieber übertragen könnten, gibt es eine Impfpflicht sollten Sie aus einem Land mit Gelbfiebervorkommen einreisen (Teile Afrikas und Südamerikas) ",null
